Record ID,Car Name,Problem Classification,Problem Description,Severity,Diagnosis,How to Fix the Problem,Solution Used,ECU Data,Service History,Repair Status,Results
5532,Nissan Versa 2022,Transmission,Gear shift hard,Medium,Transmission fluid low,Refill transmission fluid,Refill transmission fluid,None,Transmission service 2 years ago,Fixed,Resolved
5533,Toyota RAV4 2015,Electrical,Dashboard flickering,Low,Wiring issue,Replace regulator motor,Replaced issue,None,Brake service 1 year ago,Fixed,Resolved
5534,Honda Accord 2016,Transmission,Gear grinding,High,Transmission solenoid,Replace transmission fluid,Replaced solenoid,P0420,Spark plugs replaced 2 years ago,Fixed,Resolved
5535,Honda Fit 2018,Transmission,Transmission overheating,High,Transmission fluid thick,Replace transmission fluid,Replaced thick,P0010,Brake service 1 year ago,Fixed,Resolved
5536,Hyundai Accent 2020,Transmission,Gear grinding,High,Clutch pack wear,Refill transmission fluid,Pending refill transmission fluid,None,Regular maintenance,Not Fixed,Unresolved
5537,Honda Pilot 2022,Engine,Engine stalling,High,Spark plug wear,Replace fuel pump,Replaced wear,P0010,Brake service 1 year ago,Fixed,Resolved
5538,BMW 5 Series 2019,Brakes,Squealing brakes,Medium,Worn brake pads,Replace brake pads and rotors,Replaced pads,P0400,Spark plugs replaced 2 years ago,Fixed,Resolved
5539,Nissan Pathfinder 2023,Brakes,Squealing brakes,High,Worn master cylinder,Replace brake pads and resurface rotors,Repair in progress,None,Brake service 1 year ago,In Progress,Monitoring
5540,Ford Expedition 2015,Transmission,Transmission overheating,High,Transmission fluid thick,Refill transmission fluid,Pending refill transmission fluid,P0100,Transmission service 2 years ago,Not Fixed,Unresolved
5541,Ford Ranger 2020,Transmission,Transmission overheating,High,Transmission fluid thick,Replace clutch packs,Replaced thick,Multiple codes,None,Fixed,Resolved
5542,Chevrolet Trailblazer 2016,Engine,Engine stalling,High,Catalytic converter issue,Replace fuel pump,Replaced issue,Multiple codes,None,Fixed,Resolved
5543,Honda HR-V 2018,Battery,Battery drains fast,Low,Charging system fault,Replace alternator and test battery condition,Replaced fault,Multiple codes,None,Fixed,Resolved
5544,Hyundai Kona 2022,Engine,Engine stalling,High,Catalytic converter issue,Replace faulty ignition coil and spark plugs,Replaced issue,P0100,None,Fixed,Resolved
5545,Ford Explorer 2019,Brakes,Brake pedal hard,High,Worn pads,Replace brake pads and resurface rotors,Replaced pads,None,Brake service 1 year ago,Fixed,Resolved
5546,Toyota RAV4 2020,Transmission,Gear shift hard,High,Transmission solenoid,Refill transmission fluid,Refill transmission fluid,None,Transmission service 2 years ago,Fixed,Resolved
5547,Kia Carnival 2022,Engine,Engine stalling,Medium,Catalytic converter issue,Replace timing belt,Pending replace timing belt,None,Oil changed 6 months ago,Not Fixed,Unresolved
5548,Chevrolet Spark 2021,Brakes,Brake noise,High,Worn pads,Resurface or replace rotors,Replaced pads,None,Transmission service 2 years ago,Fixed,Resolved
5549,Toyota Avalon 2017,Brakes,Brake noise,High,Worn brake pads,Refill brake fluid,Refill brake fluid,P0301,Oil changed 6 months ago,Fixed,Resolved
5550,Toyota Prius 2021,Electrical,Headlights flicker,Low,Dead battery,Secure and repair connections,Secure and repair connections,P0101,Brake service 1 year ago,Fixed,Resolved
5551,Honda CR-V 2016,Transmission,Delayed shifting,Medium,Transmission fluid low,Perform transmission service and inspect for internal damage,Perform transmission service,None,Coolant flush last year,Fixed,Resolved
5552,Chevrolet Silverado 2019,Electrical,Power window failure,Low,Dead battery,Secure and repair connections,Secure and repair connections,None,Oil changed 6 months ago,Fixed,Resolved
5553,Kia Rio 2022,Transmission,Delayed shifting,High,Transmission fluid thick,Replace transmission fluid,Replaced thick,P0301,Battery replaced 1 year ago,Fixed,Resolved
5554,Kia Forte 2016,Brakes,Brake pedal hard,High,Warped rotors,Replace brake pads and resurface rotors,Replaced rotors,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
5555,Toyota C-HR 2018,Battery,Battery drains fast,High,Starter motor failure,Test charging system,Test charging system,None,Coolant flush last year,Fixed,Resolved
5556,Kia Stinger 2017,Engine,Engine overheating,High,Spark plug wear,Replace faulty ignition coil and spark plugs,Replaced wear,None,Spark plugs replaced 2 years ago,Fixed,Resolved
5557,Honda Ridgeline 2023,Battery,Battery drains fast,Low,Charging system fault,Test charging system,Test charging system,P0101,Regular maintenance,Fixed,Resolved
5558,Honda Fit 2021,Brakes,Squealing brakes,Medium,Worn pads,Replace brake pads and resurface rotors,Replaced pads,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
5559,BMW 7 Series 2019,Engine,Engine overheating,High,Spark plug wear,Replace timing belt,Replaced wear,None,Transmission service 2 years ago,Fixed,Resolved
5560,Chevrolet Trailblazer 2022,Brakes,Vibration when braking,High,Low brake fluid,Resurface or replace rotors,Replaced fluid,None,Battery replaced 1 year ago,Fixed,Resolved
5561,Ford Mustang 2018,Battery,Battery warning light,High,Dead battery,Test charging system,Test charging system,P0010,Oil changed 6 months ago,Fixed,Resolved
5562,Chevrolet Blazer 2016,Brakes,Vibration when braking,Medium,Low brake fluid,Replace brake pads and resurface rotors,Replaced fluid,P0300,Brake service 1 year ago,Fixed,Resolved
5563,Ford Explorer 2016,Battery,Battery warning light,Medium,Dead battery,Test charging system,Test charging system,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
5564,Chevrolet Camaro 2016,Engine,Engine overheating,High,Fuel pump issue,Replace timing belt,Replaced issue,P0200,Coolant flush last year,Fixed,Resolved
5565,Toyota C-HR 2019,Brakes,Vibration when braking,Medium,Worn brake pads,Refill brake fluid,Refill brake fluid,None,Brake service 1 year ago,Fixed,Resolved
5566,Nissan Rogue 2021,Brakes,Squealing brakes,Medium,Warped rotors,Replace brake master cylinder and bleed brake system,Replaced rotors,None,Spark plugs replaced 2 years ago,Fixed,Resolved
5567,Nissan Pathfinder 2021,Brakes,Soft brake pedal,High,Low brake fluid,Replace brake pads and resurface rotors,Replaced fluid,None,Coolant flush last year,Fixed,Resolved
5568,BMW X5 2021,Engine,Check engine light on,High,Timing belt failure,Replace spark plugs,Replaced failure,None,Transmission service 2 years ago,Fixed,Resolved
5569,Chevrolet Blazer 2018,Battery,Car wont start,High,Dead battery,Replace battery and test charging system,Replaced battery,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
5570,BMW i4 2015,Brakes,Soft brake pedal,High,Warped rotors,Resurface or replace rotors,Replaced rotors,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
5571,Mercedes GLC 2020,Brakes,Brake pedal hard,High,Low brake fluid,Refill brake fluid,Refill brake fluid,Multiple codes,None,Fixed,Resolved
5572,Mercedes C-Class 2017,Electrical,Headlights flicker,Low,Faulty alternator,Replace alternator and test battery condition,Replaced alternator,None,Spark plugs replaced 2 years ago,Fixed,Resolved
5573,Honda Passport 2020,Battery,Battery warning light,High,Charging system fault,Test charging system,Repair in progress,P0301,Battery replaced 1 year ago,In Progress,Monitoring
5574,Hyundai Sonata 2023,Battery,Battery drains fast,High,Faulty alternator,Replace alternator and test battery condition,Replaced alternator,Multiple codes,Transmission service 2 years ago,Fixed,Resolved
5575,Honda CR-V 2021,Battery,Car wont start,Medium,Charging system fault,Test charging system,Test charging system,Multiple codes,Coolant flush last year,Fixed,Resolved
5576,BMW X1 2017,Brakes,Squealing brakes,High,Worn brake pads,Resurface or replace rotors,Replaced pads,None,Battery replaced 1 year ago,Fixed,Resolved
5577,Kia Soul 2022,Electrical,Dashboard flickering,Medium,Window regulator motor,Secure and repair connections,Secure and repair connections,Multiple codes,Coolant flush last year,Fixed,Resolved
5578,Nissan Armada 2019,Brakes,Brake pedal hard,High,Warped rotors,Resurface or replace rotors,Replaced rotors,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
5579,Mercedes C-Class 2022,Electrical,Dashboard flickering,Low,Wiring issue,Check and repair loose or damaged wiring connections,Pending check and repair wiring,Multiple codes,Battery replaced 1 year ago,Not Fixed,Unresolved
5580,Nissan Kicks 2015,Engine,Engine misfire,High,Ignition coil failure,Replace the catalytic converter with a new OEM part,Replaced failure,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
5581,Ford Focus 2023,Electrical,Headlights flicker,Medium,Loose wiring,Replace alternator and test battery condition,Replaced wiring,None,Transmission service 2 years ago,Fixed,Resolved
5582,Ford Mustang 2020,Brakes,Squealing brakes,High,Worn master cylinder,Replace brake pads and resurface rotors,Replaced cylinder,None,Coolant flush last year,Fixed,Resolved
5583,Toyota C-HR 2019,Engine,Check engine light on,High,Ignition coil failure,Replace fuel pump,Replaced failure,P0300,Coolant flush last year,Fixed,Resolved
5584,Kia Rio 2016,Brakes,Soft brake pedal,High,Worn brake pads,Refill brake fluid,Refill brake fluid,None,Spark plugs replaced 2 years ago,Fixed,Resolved
5585,Kia Sportage 2017,Brakes,Squealing brakes,High,Warped rotors,Resurface or replace rotors,Replaced rotors,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
5586,Toyota Highlander 2016,Transmission,Slipping gears,Medium,Transmission wear,Replace solenoid pack,Replaced wear,None,Coolant flush last year,Fixed,Resolved
5587,Hyundai Accent 2015,Battery,Car wont start,High,Charging system fault,Replace battery and test charging system,Replaced fault,None,Battery replaced 1 year ago,Fixed,Resolved
5588,Toyota Tacoma 2019,Battery,Car wont start,Medium,Charging system fault,Replace battery and test charging system,Replaced fault,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
5589,Nissan Versa 2015,Brakes,Vibration when braking,Medium,Warped rotors,Refill brake fluid,Refill brake fluid,None,Brake service 1 year ago,Fixed,Resolved
5590,Honda CR-V 2022,Brakes,Vibration when braking,High,Worn master cylinder,Replace brake pads and rotors,Replaced cylinder,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
5591,Honda Ridgeline 2020,Electrical,Battery drains fast,Low,Loose wiring,Replace regulator motor,Replaced wiring,None,Battery replaced 1 year ago,Fixed,Resolved
5592,BMW X5 2018,Battery,Car wont start,High,Dead battery,Replace starter motor,Pending replace starter motor,Multiple codes,Brake service 1 year ago,Not Fixed,Unresolved
5593,Nissan Leaf 2019,Transmission,Gear grinding,High,Transmission wear,Replace transmission fluid,Replaced wear,None,None,Fixed,Resolved
5594,Mercedes GLA 2020,Battery,Battery warning light,Low,Faulty alternator,Replace alternator and test battery condition,Pending replace alternator,Multiple codes,Battery replaced 1 year ago,Not Fixed,Unresolved
5595,Honda Insight 2018,Transmission,Slipping gears,High,Transmission wear,Perform transmission service and inspect for internal damage,Pending perform transmission service,Multiple codes,Transmission service 2 years ago,Not Fixed,Unresolved
5596,BMW 7 Series 2022,Electrical,Headlights flicker,Low,Faulty alternator,Check and repair loose or damaged wiring connections,Check and repair wiring,None,Coolant flush last year,Fixed,Resolved
5597,Honda Passport 2018,Engine,Engine misfire,Medium,Spark plug wear,Replace faulty ignition coil and spark plugs,Replaced wear,Multiple codes,Battery replaced 1 year ago,Fixed,Resolved
5598,Ford Mustang 2022,Brakes,Brake pedal hard,Medium,Low brake fluid,Replace brake pads and rotors,Replaced fluid,Multiple codes,Brake service 1 year ago,Fixed,Resolved
5599,Toyota Camry 2020,Brakes,Vibration when braking,High,Worn brake pads,Replace brake master cylinder and bleed brake system,Pending replace master cylinder,P0100,Brake service 1 year ago,Not Fixed,Unresolved
5600,Toyota 4Runner 2022,Transmission,Gear shift hard,Medium,Transmission wear,Refill transmission fluid,Repair in progress,P0100,Brake service 1 year ago,In Progress,Monitoring
5601,Toyota Corolla 2020,Engine,Engine stalling,Medium,Fuel pump issue,Replace faulty ignition coil and spark plugs,Replaced issue,None,None,Fixed,Resolved
5602,Ford Escape 2016,Electrical,Headlights flicker,Medium,Dead battery,Check and repair loose or damaged wiring connections,Check and repair wiring,Multiple codes,None,Fixed,Resolved
5603,Mercedes GLA 2015,Brakes,Squealing brakes,High,Warped rotors,Replace brake pads and rotors,Replaced rotors,None,Battery replaced 1 year ago,Fixed,Resolved
5604,Hyundai Palisade 2016,Electrical,Power window failure,Low,Faulty alternator,Check and repair loose or damaged wiring connections,Check and repair wiring,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
5605,Kia Rio 2023,Brakes,Soft brake pedal,High,Warped rotors,Replace brake pads and resurface rotors,Replaced rotors,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
5606,Mercedes GLA 2018,Transmission,Transmission overheating,Medium,Transmission solenoid,Replace solenoid pack,Replaced solenoid,Multiple codes,Spark plugs replaced 2 years ago,Fixed,Resolved
5607,Honda CR-V 2023,Engine,Smoke from exhaust,High,Fuel pump issue,Replace spark plugs,Pending replace spark plugs,None,Regular maintenance,Not Fixed,Unresolved
5608,Kia Telluride 2016,Brakes,Brake pedal hard,Medium,Worn brake pads,Refill brake fluid,Refill brake fluid,Multiple codes,Coolant flush last year,Fixed,Resolved
5609,BMW 5 Series 2018,Transmission,Gear grinding,High,Transmission wear,Refill transmission fluid,Refill transmission fluid,Multiple codes,Regular maintenance,Fixed,Resolved
5610,Hyundai Santa Fe 2018,Battery,Clicking sound when starting,Medium,Faulty alternator,Replace starter motor,Replaced alternator,P0301,Coolant flush last year,Fixed,Resolved
5611,Kia Sportage 2023,Transmission,Gear shift hard,High,Transmission fluid thick,Replace clutch packs,Replaced thick,Multiple codes,None,Fixed,Resolved
5612,Toyota Tacoma 2018,Battery,Battery warning light,High,Starter motor failure,Replace starter motor,Replaced failure,P0010,None,Fixed,Resolved
5613,Nissan Leaf 2015,Battery,Clicking sound when starting,Low,Starter motor failure,Replace battery and test charging system,Replaced failure,None,Regular maintenance,Fixed,Resolved
5614,Mercedes EQS 2015,Electrical,Dashboard flickering,Low,Dead battery,Replace battery and test charging system,Replaced battery,Multiple codes,Regular maintenance,Fixed,Resolved
5615,Chevrolet Silverado 2017,Battery,Battery drains fast,Medium,Faulty alternator,Replace alternator and test battery condition,Repair in progress,P0302,None,In Progress,Monitoring
5616,Ford Maverick 2022,Battery,Battery drains fast,Low,Starter motor failure,Replace alternator and test battery condition,Replaced failure,Multiple codes,Oil changed 6 months ago,Fixed,Resolved
5617,BMW i4 2016,Electrical,Headlights flicker,Low,Faulty alternator,Secure and repair connections,Pending secure and repair connections,Multiple codes,Coolant flush last year,Not Fixed,Unresolved
